species,band_type,mode_index,mode1,mode2,frequency_cm1,wavelength_nm,intensity_km_mol,source
H2O-HDO-HH,combination,,7,9.0,5222.22,1914.894431869971,2.32,GVPT2_overtone_combination
H2O-HDO-HH,combination,,7,10.0,5333.27,1875.0222658894072,0.0,GVPT2_overtone_combination
H2O-HDO-HH,combination,,7,11.0,5364.12,1864.2386822069604,3.27,GVPT2_overtone_combination
H2O-HDO-HH,overtone,,8,8.0,5385.84,1856.7205858324792,0.66,GVPT2_overtone_combination
H2O-HDO-HH,combination,,8,9.0,6362.46,1571.719114933532,0.05,GVPT2_overtone_combination
H2O-HDO-HH,combination,,8,10.0,6455.28,1549.1194804872912,0.15,GVPT2_overtone_combination
H2O-HDO-HH,combination,,8,11.0,6508.78,1536.3862352084416,0.01,GVPT2_overtone_combination
H2O-HDO-HH,overtone,,9,9.0,7100.94,1408.26425797148,0.03,GVPT2_overtone_combination
H2O-HDO-HH,combination,,9,10.0,7358.55,1358.9633827316522,0.05,GVPT2_overtone_combination
H2O-HDO-HH,combination,,9,11.0,7383.4,1354.3895766178184,0.78,GVPT2_overtone_combination
H2O-HDO-HH,overtone,,10,10.0,7306.67,1368.6125143191084,1.43,GVPT2_overtone_combination
H2O-HDO-HH,combination,,10,11.0,7504.1,1332.6048426859982,0.05,GVPT2_overtone_combination
H2O-HDO-HH,overtone,,11,11.0,7411.89,1349.183541579813,0.98,GVPT2_overtone_combination
H2O,overtone,,0,0.0,3127.57,3197.3704825151794,0.12,GVPT2_overtone_combination
H2O,combination,,0,1.0,5259.15,1901.447952615917,0.04,GVPT2_overtone_combination
H2O,combination,,0,2.0,5343.27,1871.5131370864656,3.83,GVPT2_overtone_combination
H2O,overtone,,1,1.0,7302.09,1369.4709322947265,0.3,GVPT2_overtone_combination
H2O,combination,,1,2.0,7315.19,1367.0184916591368,2.57,GVPT2_overtone_combination
H2O,overtone,,2,2.0,7465.97,1339.4106860863358,0.0,GVPT2_overtone_combination
HDO-D2O-DX,overtone,,0,0.0,164.56,60768.108896451144,0.23,GVPT2_overtone_combination
HDO-D2O-DX,combination,,0,1.0,112.29,89055.12512245079,0.09,GVPT2_overtone_combination
HDO-D2O-DX,combination,,0,2.0,178.82,55922.15635834918,1.11,GVPT2_overtone_combination
HDO-D2O-DX,combination,,0,3.0,157.95,63311.17442228554,0.03,GVPT2_overtone_combination
HDO-D2O-DX,combination,,0,4.0,209.81,47662.17053524617,0.15,GVPT2_overtone_combination
HDO-D2O-DX,combination,,0,5.0,465.52,21481.354184567797,0.36,GVPT2_overtone_combination
HDO-D2O-DX,combination,,0,6.0,1262.09,7923.365211672703,0.15,GVPT2_overtone_combination
HDO-D2O-DX,combination,,0,7.0,1478.55,6763.383044198708,0.2,GVPT2_overtone_combination
HDO-D2O-DX,combination,,0,8.0,2754.36,3630.6074732424227,0.04,GVPT2_overtone_combination
HDO-D2O-DX,combination,,0,9.0,2777.35,3600.5544853907504,0.53,GVPT2_overtone_combination
HDO-D2O-DX,combination,,0,10.0,2884.15,3467.226045802056,0.39,GVPT2_overtone_combination
HDO-D2O-DX,combination,,0,11.0,3818.79,2618.6305086166035,0.51,GVPT2_overtone_combination
HDO-D2O-DX,overtone,,1,1.0,57.7,173310.2253032929,0.54,GVPT2_overtone_combination
HDO-D2O-DX,combination,,1,2.0,148.59,67299.2798977051,0.04,GVPT2_overtone_combination
HDO-D2O-DX,combination,,1,3.0,104.32,95858.89570552149,0.7,GVPT2_overtone_combination
HDO-D2O-DX,combination,,1,4.0,10.29,971817.2983479106,0.02,GVPT2_overtone_combination
HDO-D2O-DX,combination,,1,5.0,416.43,24013.63974737651,0.58,GVPT2_overtone_combination
HDO-D2O-DX,combination,,1,6.0,1212.58,8246.878556466378,0.36,GVPT2_overtone_combination
HDO-D2O-DX,combination,,1,7.0,1427.25,7006.480994920301,0.02,GVPT2_overtone_combination
HDO-D2O-DX,combination,,1,8.0,2704.26,3697.8692877164176,0.42,GVPT2_overtone_combination
HDO-D2O-DX,combination,,1,9.0,2724.69,3670.1422914166383,0.1,GVPT2_overtone_combination
HDO-D2O-DX,combination,,1,10.0,2836.94,3524.92474285674,0.05,GVPT2_overtone_combination
HDO-D2O-DX,combination,,1,11.0,3769.22,2653.068804686381,0.09,GVPT2_overtone_combination
HDO-D2O-DX,overtone,,2,2.0,213.23,46897.71608122685,2.69,GVPT2_overtone_combination
HDO-D2O-DX,combination,,2,3.0,181.18,55193.72999227288,0.12,GVPT2_overtone_combination
HDO-D2O-DX,combination,,2,4.0,217.41,45996.044340186745,0.01,GVPT2_overtone_combination
HDO-D2O-DX,combination,,2,5.0,504.01,19840.876173091805,0.33,GVPT2_overtone_combination
HDO-D2O-DX,combination,,2,6.0,1284.52,7785.00918631084,0.0,GVPT2_overtone_combination
HDO-D2O-DX,combination,,2,7.0,1508.43,6629.409385917808,0.61,GVPT2_overtone_combination
HDO-D2O-DX,combination,,2,8.0,2772.14,3607.321419553125,0.11,GVPT2_overtone_combination
HDO-D2O-DX,combination,,2,9.0,2795.83,3576.7553821226616,0.01,GVPT2_overtone_combination
HDO-D2O-DX,combination,,2,10.0,2906.56,3440.493229109325,0.0,GVPT2_overtone_combination
HDO-D2O-DX,combination,,2,11.0,3827.9,2612.398443010528,1.26,GVPT2_overtone_combination
HDO-D2O-DX,overtone,,3,3.0,142.03,70407.66035344645,0.3,GVPT2_overtone_combination
HDO-D2O-DX,combination,,3,4.0,43.22,231374.36372049976,0.04,GVPT2_overtone_combination
HDO-D2O-DX,combination,,3,5.0,452.28,22110.19722295923,0.82,GVPT2_overtone_combination
HDO-D2O-DX,combination,,3,6.0,1252.43,7984.478174428909,0.03,GVPT2_overtone_combination
HDO-D2O-DX,combination,,3,7.0,1470.2,6801.795674057951,0.11,GVPT2_overtone_combination
HDO-D2O-DX,combination,,3,8.0,2745.96,3641.7136447726843,0.38,GVPT2_overtone_combination
HDO-D2O-DX,combination,,3,9.0,2767.03,3613.9832238898744,0.27,GVPT2_overtone_combination
HDO-D2O-DX,combination,,3,10.0,2876.47,3476.4833285241984,0.03,GVPT2_overtone_combination
HDO-D2O-DX,combination,,3,11.0,3810.06,2624.630583245408,0.05,GVPT2_overtone_combination
HDO-D2O-DX,overtone,,4,4.0,200.39,49902.68975497779,0.36,GVPT2_overtone_combination
HDO-D2O-DX,combination,,4,5.0,516.91,19345.72749608249,0.01,GVPT2_overtone_combination
HDO-D2O-DX,combination,,4,6.0,1295.68,7717.955050629785,0.17,GVPT2_overtone_combination
HDO-D2O-DX,combination,,4,7.0,1511.25,6617.038875103392,0.16,GVPT2_overtone_combination
HDO-D2O-DX,combination,,4,8.0,2801.84,3569.0831739142845,0.13,GVPT2_overtone_combination
HDO-D2O-DX,combination,,4,9.0,2810.61,3557.946495600599,0.35,GVPT2_overtone_combination
HDO-D2O-DX,combination,,4,10.0,2920.55,3424.012600366369,0.01,GVPT2_overtone_combination
HDO-D2O-DX,combination,,4,11.0,3851.07,2596.6809224449307,0.39,GVPT2_overtone_combination
HDO-D2O-DX,overtone,,5,5.0,741.33,13489.26928628276,0.47,GVPT2_overtone_combination
HDO-D2O-DX,combination,,5,6.0,1569.73,6370.522319124945,0.0,GVPT2_overtone_combination
HDO-D2O-DX,combination,,5,7.0,1794.68,5572.0239819912185,0.07,GVPT2_overtone_combination
HDO-D2O-DX,combination,,5,8.0,3081.31,3245.3729095741746,0.0,GVPT2_overtone_combination
HDO-D2O-DX,combination,,5,9.0,3083.77,3242.783994915315,0.03,GVPT2_overtone_combination
HDO-D2O-DX,combination,,5,10.0,3192.26,3132.576920426281,0.02,GVPT2_overtone_combination
HDO-D2O-DX,combination,,5,11.0,4126.39,2423.4258031838967,0.1,GVPT2_overtone_combination
HDO-D2O-DX,overtone,,6,6.0,2331.24,4289.562636193614,0.02,GVPT2_overtone_combination
HDO-D2O-DX,combination,,6,7.0,2567.65,3894.6118045683793,0.0,GVPT2_overtone_combination
HDO-D2O-DX,combination,,6,8.0,3836.02,2606.8685773275424,0.0,GVPT2_overtone_combination
HDO-D2O-DX,combination,,6,9.0,3858.79,2591.4859321186177,0.01,GVPT2_overtone_combination
HDO-D2O-DX,combination,,6,10.0,3963.66,2522.9207348763516,1.53,GVPT2_overtone_combination
HDO-D2O-DX,combination,,6,11.0,4909.83,2036.7303959607564,0.0,GVPT2_overtone_combination
HDO-D2O-DX,overtone,,7,7.0,2759.9,3623.319685495851,3.74,GVPT2_overtone_combination
HDO-D2O-DX,combination,,7,8.0,4038.71,2476.0381408915223,1.65,GVPT2_overtone_combination
HDO-D2O-DX,combination,,7,9.0,4082.02,2449.7675170626308,0.02,GVPT2_overtone_combination
HDO-D2O-DX,combination,,7,10.0,4190.93,2386.105232012942,0.0,GVPT2_overtone_combination
HDO-D2O-DX,combination,,7,11.0,5108.76,1957.4221533209623,1.25,GVPT2_overtone_combination
HDO-D2O-DX,overtone,,8,8.0,5227.78,1912.8578478818927,0.09,GVPT2_overtone_combination
HDO-D2O-DX,combination,,8,9.0,5345.29,1870.8058870519653,0.04,GVPT2_overtone_combination
HDO-D2O-DX,combination,,8,10.0,5457.15,1832.45833447862,0.0,GVPT2_overtone_combination
HDO-D2O-DX,combination,,8,11.0,6387.13,1565.6484211218497,0.21,GVPT2_overtone_combination
HDO-D2O-DX,overtone,,9,9.0,5341.3,1872.2033961769605,0.25,GVPT2_overtone_combination
HDO-D2O-DX,combination,,9,10.0,5411.64,1847.868668278008,1.23,GVPT2_overtone_combination
HDO-D2O-DX,combination,,9,11.0,6424.51,1556.538942269527,0.0,GVPT2_overtone_combination
HDO-D2O-DX,overtone,,10,10.0,5547.15,1802.7275267479697,0.01,GVPT2_overtone_combination
HDO-D2O-DX,combination,,10,11.0,6533.35,1530.6083402848462,0.0,GVPT2_overtone_combination
HDO-D2O-DX,overtone,,11,11.0,7313.43,1367.3474689714676,1.44,GVPT2_overtone_combination
HDO-D2O-HX,overtone,,0,0.0,152.42,65608.18790185015,5.29,GVPT2_overtone_combination
HDO-D2O-HX,combination,,0,1.0,164.39,60830.95078776082,0.37,GVPT2_overtone_combination
HDO-D2O-HX,combination,,0,2.0,164.06,60953.30976472022,0.03,GVPT2_overtone_combination
HDO-D2O-HX,combination,,0,3.0,201.15,49714.143673875216,0.05,GVPT2_overtone_combination
HDO-D2O-HX,combination,,0,4.0,318.83,31364.67710064925,1.14,GVPT2_overtone_combination
HDO-D2O-HX,combination,,0,5.0,522.61,19134.72761715237,0.61,GVPT2_overtone_combination
HDO-D2O-HX,combination,,0,6.0,1257.2,7954.183900731785,0.28,GVPT2_overtone_combination
HDO-D2O-HX,combination,,0,7.0,1513.03,6609.254277839831,0.08,GVPT2_overtone_combination
HDO-D2O-HX,combination,,0,8.0,2768.53,3612.025154143173,0.24,GVPT2_overtone_combination
HDO-D2O-HX,combination,,0,9.0,2828.08,3535.967865124042,0.05,GVPT2_overtone_combination
HDO-D2O-HX,combination,,0,10.0,2876.89,3475.9757933045757,0.24,GVPT2_overtone_combination
HDO-D2O-HX,combination,,0,11.0,3708.97,2696.1663211080167,0.32,GVPT2_overtone_combination
HDO-D2O-HX,overtone,,1,1.0,159.19,62818.01620704818,0.72,GVPT2_overtone_combination
HDO-D2O-HX,combination,,1,2.0,159.76,62593.89083625439,0.1,GVPT2_overtone_combination
HDO-D2O-HX,combination,,1,3.0,204.71,48849.59210590591,0.0,GVPT2_overtone_combination
HDO-D2O-HX,combination,,1,4.0,289.94,34489.89446092295,0.12,GVPT2_overtone_combination
HDO-D2O-HX,combination,,1,5.0,552.26,18107.413174953825,0.04,GVPT2_overtone_combination
HDO-D2O-HX,combination,,1,6.0,1259.56,7939.280383626028,0.02,GVPT2_overtone_combination
HDO-D2O-HX,combination,,1,7.0,1507.62,6632.971173107282,0.05,GVPT2_overtone_combination
HDO-D2O-HX,combination,,1,8.0,2769.97,3610.147402318437,0.03,GVPT2_overtone_combination
HDO-D2O-HX,combination,,1,9.0,2831.19,3532.083682126597,0.05,GVPT2_overtone_combination
HDO-D2O-HX,combination,,1,10.0,2879.25,3473.126682295737,0.18,GVPT2_overtone_combination
HDO-D2O-HX,combination,,1,11.0,3718.54,2689.2274925105016,0.09,GVPT2_overtone_combination
HDO-D2O-HX,overtone,,2,2.0,151.33,66080.75067732768,1.76,GVPT2_overtone_combination
HDO-D2O-HX,combination,,2,3.0,200.86,49785.920541670814,1.06,GVPT2_overtone_combination
HDO-D2O-HX,combination,,2,4.0,262.02,38165.02557056714,0.53,GVPT2_overtone_combination
HDO-D2O-HX,combination,,2,5.0,538.48,18570.791858564848,1.31,GVPT2_overtone_combination
HDO-D2O-HX,combination,,2,6.0,1259.25,7941.234862021044,0.53,GVPT2_overtone_combination
HDO-D2O-HX,combination,,2,7.0,1502.4,6656.01703940362,0.06,GVPT2_overtone_combination
HDO-D2O-HX,combination,,2,8.0,2769.0,3611.4120621162874,0.1,GVPT2_overtone_combination
HDO-D2O-HX,combination,,2,9.0,2828.13,3535.9053508855673,0.05,GVPT2_overtone_combination
HDO-D2O-HX,combination,,2,10.0,2875.52,3477.6318718005787,0.05,GVPT2_overtone_combination
HDO-D2O-HX,combination,,2,11.0,3717.24,2690.1679740883023,1.06,GVPT2_overtone_combination
HDO-D2O-HX,overtone,,3,3.0,239.88,41687.5104218776,0.49,GVPT2_overtone_combination
HDO-D2O-HX,combination,,3,4.0,300.26,33304.469459801505,0.19,GVPT2_overtone_combination
HDO-D2O-HX,combination,,3,5.0,576.75,17338.534893801472,2.72,GVPT2_overtone_combination
HDO-D2O-HX,combination,,3,6.0,1301.6,7682.851874615858,0.03,GVPT2_overtone_combination
HDO-D2O-HX,combination,,3,7.0,1549.05,6455.569542622898,0.04,GVPT2_overtone_combination
HDO-D2O-HX,combination,,3,8.0,2813.6,3554.1654819448395,0.12,GVPT2_overtone_combination
HDO-D2O-HX,combination,,3,9.0,2872.22,3481.627451936133,0.0,GVPT2_overtone_combination
HDO-D2O-HX,combination,,3,10.0,2921.35,3423.0749482259916,0.02,GVPT2_overtone_combination
HDO-D2O-HX,combination,,3,11.0,3760.46,2659.249134414407,0.17,GVPT2_overtone_combination
HDO-D2O-HX,overtone,,4,4.0,393.2,25432.3499491353,0.75,GVPT2_overtone_combination
HDO-D2O-HX,combination,,4,5.0,660.28,15145.089961834374,0.02,GVPT2_overtone_combination
HDO-D2O-HX,combination,,4,6.0,1392.26,7182.566474652723,0.17,GVPT2_overtone_combination
HDO-D2O-HX,combination,,4,7.0,1627.01,6146.243723148597,0.28,GVPT2_overtone_combination
HDO-D2O-HX,combination,,4,8.0,2904.71,3442.684467640487,0.3,GVPT2_overtone_combination
HDO-D2O-HX,combination,,4,9.0,2959.69,3378.7322320918743,0.28,GVPT2_overtone_combination
HDO-D2O-HX,combination,,4,10.0,3012.73,3319.248654874483,0.02,GVPT2_overtone_combination
HDO-D2O-HX,combination,,4,11.0,3868.1,2585.248571650164,1.15,GVPT2_overtone_combination
HDO-D2O-HX,overtone,,5,5.0,862.3,11596.892032935173,1.1,GVPT2_overtone_combination
HDO-D2O-HX,combination,,5,6.0,1656.28,6037.626488274929,0.0,GVPT2_overtone_combination
HDO-D2O-HX,combination,,5,7.0,1904.22,5251.494050057241,0.06,GVPT2_overtone_combination
HDO-D2O-HX,combination,,5,8.0,3162.82,3161.7354133336703,0.04,GVPT2_overtone_combination
HDO-D2O-HX,combination,,5,9.0,3220.57,3105.0404121009633,0.07,GVPT2_overtone_combination
HDO-D2O-HX,combination,,5,10.0,3270.34,3057.7860405951674,0.03,GVPT2_overtone_combination
HDO-D2O-HX,combination,,5,11.0,4148.74,2410.3703775122085,0.03,GVPT2_overtone_combination
HDO-D2O-HX,overtone,,6,6.0,2332.29,4287.631469499934,0.02,GVPT2_overtone_combination
HDO-D2O-HX,combination,,6,7.0,2602.02,3843.168000245963,0.0,GVPT2_overtone_combination
HDO-D2O-HX,combination,,6,8.0,3856.98,2592.70206223522,0.01,GVPT2_overtone_combination
HDO-D2O-HX,combination,,6,9.0,3923.83,2548.530389950635,0.0,GVPT2_overtone_combination
HDO-D2O-HX,combination,,6,10.0,3962.51,2523.6529371534707,1.53,GVPT2_overtone_combination
HDO-D2O-HX,combination,,6,11.0,4799.47,2083.5633934580273,0.02,GVPT2_overtone_combination
HDO-D2O-HX,overtone,,7,7.0,2822.61,3542.8202975260483,0.07,GVPT2_overtone_combination
HDO-D2O-HX,combination,,7,8.0,4114.45,2430.4585059971564,0.0,GVPT2_overtone_combination
HDO-D2O-HX,combination,,7,9.0,4164.14,2401.4562430657948,0.75,GVPT2_overtone_combination
HDO-D2O-HX,combination,,7,10.0,4222.2,2368.433518071148,0.0,GVPT2_overtone_combination
HDO-D2O-HX,combination,,7,11.0,5038.9,1984.5601222489038,4.22,GVPT2_overtone_combination
HDO-D2O-HX,overtone,,8,8.0,5335.6,1874.2034635280004,0.21,GVPT2_overtone_combination
HDO-D2O-HX,combination,,8,9.0,5435.92,1839.6150053716758,0.0,GVPT2_overtone_combination
HDO-D2O-HX,combination,,8,10.0,5405.42,1849.9950050134864,1.21,GVPT2_overtone_combination
HDO-D2O-HX,combination,,8,11.0,6310.14,1584.750893007128,0.08,GVPT2_overtone_combination
HDO-D2O-HX,overtone,,9,9.0,5414.27,1846.9710598104637,0.75,GVPT2_overtone_combination
HDO-D2O-HX,combination,,9,10.0,5543.63,1803.872192047449,0.0,GVPT2_overtone_combination
HDO-D2O-HX,combination,,9,11.0,6364.8,1571.14127702363,0.11,GVPT2_overtone_combination
HDO-D2O-HX,overtone,,10,10.0,5541.02,1804.7218743119497,0.01,GVPT2_overtone_combination
HDO-D2O-HX,combination,,10,11.0,6417.94,1558.1323602277366,0.02,GVPT2_overtone_combination
HDO-D2O-HX,overtone,,11,11.0,7061.75,1416.0795836726024,0.14,GVPT2_overtone_combination
HDO-H2O-DX,overtone,,0,0.0,178.52,56016.1326462021,0.31,GVPT2_overtone_combination
HDO-H2O-DX,combination,,0,1.0,189.32,52820.621170504965,1.59,GVPT2_overtone_combination
HDO-H2O-DX,combination,,0,2.0,175.46,56993.04684828451,0.01,GVPT2_overtone_combination
HDO-H2O-DX,combination,,0,3.0,211.72,47232.193463064425,0.02,GVPT2_overtone_combination
HDO-H2O-DX,combination,,0,4.0,331.73,30144.997437675218,2.02,GVPT2_overtone_combination
HDO-H2O-DX,combination,,0,5.0,493.41,20267.12065016923,0.65,GVPT2_overtone_combination
HDO-H2O-DX,combination,,0,6.0,1490.28,6710.148428483239,0.0,GVPT2_overtone_combination
HDO-H2O-DX,combination,,0,7.0,1684.81,5935.387373056903,0.82,GVPT2_overtone_combination
HDO-H2O-DX,combination,,0,8.0,2769.48,3610.786140358479,0.05,GVPT2_overtone_combination
HDO-H2O-DX,combination,,0,9.0,3779.56,2645.8106234588154,1.21,GVPT2_overtone_combination
HDO-H2O-DX,combination,,0,10.0,3837.9,2605.5915995726828,0.44,GVPT2_overtone_combination
HDO-H2O-DX,combination,,0,11.0,3863.49,2588.333346275,1.02,GVPT2_overtone_combination
HDO-H2O-DX,overtone,,1,1.0,236.51,42281.510295547756,0.35,GVPT2_overtone_combination
HDO-H2O-DX,combination,,1,2.0,206.86,48341.873731025815,0.01,GVPT2_overtone_combination
HDO-H2O-DX,combination,,1,3.0,232.27,43053.3430920911,0.04,GVPT2_overtone_combination
HDO-H2O-DX,combination,,1,4.0,288.6,34650.03465003465,0.39,GVPT2_overtone_combination
HDO-H2O-DX,combination,,1,5.0,561.33,17814.832629647444,0.18,GVPT2_overtone_combination
HDO-H2O-DX,combination,,1,6.0,1512.5,6611.570247933884,1.21,GVPT2_overtone_combination
HDO-H2O-DX,combination,,1,7.0,1707.34,5857.064205137817,0.0,GVPT2_overtone_combination
HDO-H2O-DX,combination,,1,8.0,2788.6,3586.028831671807,0.04,GVPT2_overtone_combination
HDO-H2O-DX,combination,,1,9.0,3800.59,2631.170423539503,0.04,GVPT2_overtone_combination
HDO-H2O-DX,combination,,1,10.0,3856.66,2592.917187410869,0.03,GVPT2_overtone_combination
HDO-H2O-DX,combination,,1,11.0,3883.93,2574.711696657767,0.07,GVPT2_overtone_combination
HDO-H2O-DX,overtone,,2,2.0,160.48,62313.06081754736,0.95,GVPT2_overtone_combination
HDO-H2O-DX,combination,,2,3.0,197.36,50668.82853668423,1.62,GVPT2_overtone_combination
HDO-H2O-DX,combination,,2,4.0,227.9,43878.894251864855,3.75,GVPT2_overtone_combination
HDO-H2O-DX,combination,,2,5.0,494.4,20226.53721682848,1.12,GVPT2_overtone_combination
HDO-H2O-DX,combination,,2,6.0,1477.9,6766.357669666419,0.04,GVPT2_overtone_combination
HDO-H2O-DX,combination,,2,7.0,1678.58,5957.416387660999,0.07,GVPT2_overtone_combination
HDO-H2O-DX,combination,,2,8.0,2762.03,3620.525483068612,0.35,GVPT2_overtone_combination
HDO-H2O-DX,combination,,2,9.0,3770.5,2652.168147460549,0.38,GVPT2_overtone_combination
HDO-H2O-DX,combination,,2,10.0,3827.62,2612.5895465067065,0.08,GVPT2_overtone_combination
HDO-H2O-DX,combination,,2,11.0,3853.37,2595.1310151893017,0.07,GVPT2_overtone_combination
HDO-H2O-DX,overtone,,3,3.0,225.8,44286.97962798937,0.16,GVPT2_overtone_combination
HDO-H2O-DX,combination,,3,4.0,247.62,40384.460059769,0.52,GVPT2_overtone_combination
HDO-H2O-DX,combination,,3,5.0,520.66,19206.391887220067,1.03,GVPT2_overtone_combination
HDO-H2O-DX,combination,,3,6.0,1509.9,6622.955162593549,0.13,GVPT2_overtone_combination
HDO-H2O-DX,combination,,3,7.0,1707.86,5855.2808778237095,0.12,GVPT2_overtone_combination
HDO-H2O-DX,combination,,3,8.0,2792.31,3581.2642579083267,0.55,GVPT2_overtone_combination
HDO-H2O-DX,combination,,3,9.0,3801.97,2630.215388338151,0.46,GVPT2_overtone_combination
HDO-H2O-DX,combination,,3,10.0,3857.41,2592.413043985472,0.06,GVPT2_overtone_combination
HDO-H2O-DX,combination,,3,11.0,3885.8,2573.472643985794,0.06,GVPT2_overtone_combination
HDO-H2O-DX,overtone,,4,4.0,342.56,29191.96637085474,2.25,GVPT2_overtone_combination
HDO-H2O-DX,combination,,4,5.0,631.64,15831.80292571718,0.03,GVPT2_overtone_combination
HDO-H2O-DX,combination,,4,6.0,1594.02,6273.447008193122,0.14,GVPT2_overtone_combination
HDO-H2O-DX,combination,,4,7.0,1795.05,5570.875463079023,0.43,GVPT2_overtone_combination
HDO-H2O-DX,combination,,4,8.0,2891.04,3458.962864574686,0.39,GVPT2_overtone_combination
HDO-H2O-DX,combination,,4,9.0,3889.91,2570.753564992506,0.8,GVPT2_overtone_combination
HDO-H2O-DX,combination,,4,10.0,3940.84,2537.5300697313264,0.53,GVPT2_overtone_combination
HDO-H2O-DX,combination,,4,11.0,3973.99,2516.3626481193965,0.06,GVPT2_overtone_combination
HDO-H2O-DX,overtone,,5,5.0,793.1,12608.750472828142,0.84,GVPT2_overtone_combination
HDO-H2O-DX,combination,,5,6.0,1821.5,5489.980785067252,0.06,GVPT2_overtone_combination
HDO-H2O-DX,combination,,5,7.0,2012.61,4968.672519762895,0.0,GVPT2_overtone_combination
HDO-H2O-DX,combination,,5,8.0,3115.36,3209.901905397771,0.0,GVPT2_overtone_combination
HDO-H2O-DX,combination,,5,9.0,4105.64,2435.673853528317,0.03,GVPT2_overtone_combination
HDO-H2O-DX,combination,,5,10.0,4160.78,2403.3955171866814,0.08,GVPT2_overtone_combination
HDO-H2O-DX,combination,,5,11.0,4189.65,2386.8342224290814,0.06,GVPT2_overtone_combination
HDO-H2O-DX,overtone,,6,6.0,2756.39,3627.9336378378966,3.84,GVPT2_overtone_combination
HDO-H2O-DX,combination,,6,7.0,2979.69,3356.05381767902,0.0,GVPT2_overtone_combination
HDO-H2O-DX,combination,,6,8.0,4040.3,2475.0637328911216,1.69,GVPT2_overtone_combination
HDO-H2O-DX,combination,,6,9.0,5074.13,1970.781197959059,0.0,GVPT2_overtone_combination
HDO-H2O-DX,combination,,6,10.0,5112.81,1955.8716244100601,1.24,GVPT2_overtone_combination
HDO-H2O-DX,combination,,6,11.0,5157.92,1938.7660142072773,0.0,GVPT2_overtone_combination
HDO-H2O-DX,overtone,,7,7.0,3141.78,3182.9090515567605,0.04,GVPT2_overtone_combination
HDO-H2O-DX,combination,,7,8.0,4253.27,2351.132187704989,0.01,GVPT2_overtone_combination
HDO-H2O-DX,combination,,7,9.0,5258.75,1901.5925837889233,0.04,GVPT2_overtone_combination
HDO-H2O-DX,combination,,7,10.0,5329.39,1876.3873538997896,0.0,GVPT2_overtone_combination
HDO-H2O-DX,combination,,7,11.0,5338.89,1873.0485175757506,3.79,GVPT2_overtone_combination
HDO-H2O-DX,overtone,,8,8.0,5232.07,1911.2894131768116,0.12,GVPT2_overtone_combination
HDO-H2O-DX,combination,,8,9.0,6346.75,1575.6095639500531,0.07,GVPT2_overtone_combination
HDO-H2O-DX,combination,,8,10.0,6396.52,1563.3500716014332,0.21,GVPT2_overtone_combination
HDO-H2O-DX,combination,,8,11.0,6430.51,1555.0866105487744,0.02,GVPT2_overtone_combination
HDO-H2O-DX,overtone,,9,9.0,7289.18,1371.8964273073238,0.46,GVPT2_overtone_combination
HDO-H2O-DX,combination,,9,10.0,7424.15,1346.9555437322792,0.0,GVPT2_overtone_combination
HDO-H2O-DX,combination,,9,11.0,7298.13,1370.214013726804,2.51,GVPT2_overtone_combination
HDO-H2O-DX,overtone,,10,10.0,7325.36,1365.120622058165,1.45,GVPT2_overtone_combination
HDO-H2O-DX,combination,,10,11.0,7508.04,1331.9055306045252,0.0,GVPT2_overtone_combination
HDO-H2O-DX,overtone,,11,11.0,7446.12,1342.9813110720752,0.01,GVPT2_overtone_combination
HDO-H2O-HX,overtone,,0,0.0,174.16,57418.4657785944,1.9,GVPT2_overtone_combination
HDO-H2O-HX,combination,,0,1.0,217.39,46000.27600165601,0.01,GVPT2_overtone_combination
HDO-H2O-HX,combination,,0,2.0,210.41,47526.258257687376,0.03,GVPT2_overtone_combination
HDO-H2O-HX,combination,,0,3.0,227.06,44041.22258433894,0.15,GVPT2_overtone_combination
HDO-H2O-HX,combination,,0,4.0,383.51,26074.939375765953,0.96,GVPT2_overtone_combination
HDO-H2O-HX,combination,,0,5.0,539.35,18540.836191712246,0.31,GVPT2_overtone_combination
HDO-H2O-HX,combination,,0,6.0,1530.6,6533.385600418137,0.14,GVPT2_overtone_combination
HDO-H2O-HX,combination,,0,7.0,1688.77,5921.469471864138,0.23,GVPT2_overtone_combination
HDO-H2O-HX,combination,,0,8.0,2833.2,3529.5778624876466,0.29,GVPT2_overtone_combination
HDO-H2O-HX,combination,,0,9.0,3727.05,2683.087160086395,0.13,GVPT2_overtone_combination
HDO-H2O-HX,combination,,0,10.0,3778.41,2646.615904573617,0.31,GVPT2_overtone_combination
HDO-H2O-HX,combination,,0,11.0,3867.31,2585.7766768115307,0.43,GVPT2_overtone_combination
HDO-H2O-HX,overtone,,1,1.0,235.36,42488.1033310673,1.06,GVPT2_overtone_combination
HDO-H2O-HX,combination,,1,2.0,223.63,44716.71958145151,0.43,GVPT2_overtone_combination
HDO-H2O-HX,combination,,1,3.0,252.31,39633.78383734295,0.05,GVPT2_overtone_combination
HDO-H2O-HX,combination,,1,4.0,379.31,26363.6603306003,0.24,GVPT2_overtone_combination
HDO-H2O-HX,combination,,1,5.0,594.17,16830.20011107932,0.39,GVPT2_overtone_combination
HDO-H2O-HX,combination,,1,6.0,1544.96,6472.659486329743,0.06,GVPT2_overtone_combination
HDO-H2O-HX,combination,,1,7.0,1716.83,5824.688524781138,0.0,GVPT2_overtone_combination
HDO-H2O-HX,combination,,1,8.0,2869.18,3485.316362166194,0.0,GVPT2_overtone_combination
