species,mode1,mode2,same_mode,frequency_cm1,wavelength_nm,intensity_km_mol,eps_L_per_mol_cm,t2_au,tx,ty,tz
HDO-H2O-HX,1,10,False,3806.29,2627.2301900275597,0.1,2.1e-05,2e-06,0.000169,0.001256,0.000282
HDO-H2O-HX,1,11,False,3894.99,2567.400686522944,0.8,0.000159,1.3e-05,-0.002937,0.000689,-0.001898
HDO-H2O-HX,2,2,True,203.25,49200.49200492005,1.59,0.000315,0.000484,0.0211,-0.000708,-0.006204
HDO-H2O-HX,2,3,False,237.99,42018.57220891634,1.28,0.000253,0.000332,0.0179,-0.00106,-0.003289
HDO-H2O-HX,2,4,False,346.46,28863.360849737346,6.29,0.001244,0.001121,0.030162,-0.005913,0.013259
HDO-H2O-HX,2,5,False,573.05,17450.484250937963,1.87,0.000371,0.000202,-0.001426,-0.013814,-0.003028
HDO-H2O-HX,2,6,False,1530.41,6534.1967185264075,0.1,2.1e-05,4e-06,9.4e-05,-0.00044,0.002005
HDO-H2O-HX,2,7,False,1705.98,5861.733431810455,0.24,4.7e-05,9e-06,0.002869,-0.000335,0.000428
HDO-H2O-HX,2,8,False,2857.1,3500.052500787512,0.14,2.9e-05,3e-06,0.000516,-0.000404,0.001638
HDO-H2O-HX,2,9,False,3755.53,2662.740012727897,0.69,0.000136,1.1e-05,0.002993,-0.00057,0.001407
HDO-H2O-HX,2,10,False,3795.02,2635.0322264441293,0.29,5.8e-05,5e-06,0.00042,-0.000477,0.002085
HDO-H2O-HX,2,11,False,3886.59,2572.9495521781305,0.08,1.5e-05,1e-06,-1.2e-05,-0.001086,-0.000202
HDO-H2O-HX,3,3,True,257.31,38863.62753099374,0.35,6.8e-05,8.3e-05,-0.007722,0.001748,-0.004513
HDO-H2O-HX,3,4,False,356.43,28055.999775552,0.46,9.1e-05,8e-05,0.005711,0.000954,-0.006793
HDO-H2O-HX,3,5,False,591.72,16899.88508078145,2.99,0.000592,0.000312,0.00167,0.017167,0.00383
HDO-H2O-HX,3,6,False,1557.43,6420.834323211958,0.05,1.1e-05,2e-06,-0.001078,-0.000118,0.000998
HDO-H2O-HX,3,7,False,1723.52,5802.079465280356,0.14,2.9e-05,5e-06,-0.00145,0.000513,-0.001673
HDO-H2O-HX,3,8,False,2879.0,3473.428273706148,0.01,1e-06,0.0,0.000218,-7.5e-05,0.000246
HDO-H2O-HX,3,9,False,3775.86,2648.4032776638965,0.17,3.4e-05,3e-06,0.001357,-0.000337,0.000936
HDO-H2O-HX,3,10,False,3818.57,2618.7813762743644,0.58,0.000115,9e-06,0.002079,-0.000675,0.002155
HDO-H2O-HX,3,11,False,3907.23,2559.3579082879687,0.04,9e-06,1e-06,-7.8e-05,-0.000814,-0.000181
HDO-H2O-HX,4,4,True,441.91,22629.04211264737,2.85,0.000565,0.000399,0.018446,-0.003385,0.006866
HDO-H2O-HX,4,5,False,697.31,14340.824023748406,0.06,1.3e-05,6e-06,-0.000227,-0.002318,-0.000512
HDO-H2O-HX,4,6,False,1664.39,6008.207211050294,0.29,5.8e-05,1.1e-05,-0.001896,0.000757,-0.002576
HDO-H2O-HX,4,7,False,1844.94,5420.230468199507,0.41,8.1e-05,1.4e-05,-0.003665,0.000251,0.00046
HDO-H2O-HX,4,8,False,2994.56,3339.388758281684,0.5,0.0001,1e-05,0.002821,-0.000595,0.001449
HDO-H2O-HX,4,9,False,3912.19,2556.1130722178627,1.18,0.000234,1.9e-05,0.004295,-0.000359,-0.000246
HDO-H2O-HX,4,10,False,3938.21,2539.224673138304,0.88,0.000174,1.4e-05,0.003403,-0.000628,0.001356
HDO-H2O-HX,4,11,False,4028.57,2482.270383783824,0.06,1.2e-05,1e-06,-9.2e-05,-0.000943,-0.00021
HDO-H2O-HX,5,5,True,874.68,11432.752549503819,1.3,0.000258,9.2e-05,0.008694,-0.001662,0.003699
HDO-H2O-HX,5,6,False,1910.98,5232.917141989974,0.06,1.1e-05,2e-06,0.000127,0.001317,0.000292
HDO-H2O-HX,5,7,False,2075.48,4818.162545531636,0.0,0.0,0.0,2.6e-05,0.000248,5.7e-05
HDO-H2O-HX,5,8,False,3226.62,3099.218377125289,0.07,1.4e-05,1e-06,0.000108,0.00112,0.00025
HDO-H2O-HX,5,9,False,4164.95,2400.989207553512,0.02,3e-06,0.0,-4e-05,-0.000461,-0.000102
HDO-H2O-HX,5,10,False,4167.09,2399.756184771627,0.07,1.3e-05,1e-06,-9.3e-05,-0.000956,-0.000214
HDO-H2O-HX,5,11,False,4255.07,2350.1376005565126,0.04,8e-06,1e-06,-0.000127,-0.00015,0.000736
HDO-H2O-HX,6,6,True,2823.0,3542.3308537017356,0.08,1.6e-05,2e-06,0.001221,1e-06,-0.000537
HDO-H2O-HX,6,7,False,3016.12,3315.5179502141827,0.0,1e-06,0.0,0.000298,-3.9e-05,4.6e-05
HDO-H2O-HX,6,8,False,4162.43,2402.4428038429473,0.75,0.000148,1.1e-05,-0.002708,-0.000168,0.001932
HDO-H2O-HX,6,9,False,5045.17,1982.0937649276436,4.23,0.000837,5.2e-05,0.007129,-0.000501,-0.000839
HDO-H2O-HX,6,10,False,5110.88,1956.6102119400182,0.02,5e-06,0.0,0.000383,4.7e-05,-0.000375
HDO-H2O-HX,6,11,False,5198.87,1923.4949133177017,0.01,1e-06,0.0,2.6e-05,0.000261,5.8e-05
HDO-H2O-HX,7,7,True,3146.07,3178.5688176041854,0.05,1e-05,1e-06,0.00082,5.2e-05,-0.000594
HDO-H2O-HX,7,8,False,4337.01,2305.735979395943,0.0,0.0,0.0,-6e-05,-6e-06,5.1e-05
HDO-H2O-HX,7,9,False,5220.02,1915.7014724081516,0.01,3e-06,0.0,0.000207,-9e-05,0.000315
HDO-H2O-HX,7,10,False,5261.95,1900.4361500964471,0.03,6e-06,0.0,-0.000493,-2.6e-05,0.000334
HDO-H2O-HX,7,11,False,5343.86,1871.3065087782988,3.79,0.000749,4.4e-05,-0.000622,-0.006428,-0.001427
HDO-H2O-HX,8,8,True,5410.66,1848.203361512274,0.75,0.000148,9e-06,-0.002372,-0.000148,0.001694
HDO-H2O-HX,8,9,False,6368.71,1570.1766919831489,0.1,2.1e-05,1e-06,0.000245,-0.000235,0.000946
HDO-H2O-HX,8,10,False,6430.44,1555.1035387936129,0.0,0.0,0.0,2e-05,-1e-05,3.5e-05
HDO-H2O-HX,8,11,False,6518.25,1534.1541057799257,0.0,0.0,0.0,-0.0,-2e-06,-0.0
HDO-H2O-HX,9,9,True,7075.59,1413.3097027951026,0.11,2.2e-05,1e-06,0.000778,6e-05,-0.000608
HDO-H2O-HX,9,10,False,7307.92,1368.3784168409068,0.09,1.8e-05,1e-06,0.000808,-7e-06,-0.000322
HDO-H2O-HX,9,11,False,7398.15,1351.689273669769,0.0,1e-06,0.0,1.8e-05,0.000181,4e-05
HDO-H2O-HX,10,10,True,7292.04,1371.3583578806479,0.51,0.000101,4e-06,0.001674,0.00011,-0.001229
HDO-H2O-HX,10,11,False,7304.93,1368.9385113888839,2.55,0.000504,2.2e-05,0.000436,0.004512,0.001002
HDO-H2O-HX,11,11,True,7455.45,1341.300659249274,0.01,2e-06,0.0,0.00029,4e-06,-0.000139
HDO-HDO-DD,0,0,True,193.72,51620.89613875697,0.19,3.8e-05,6.1e-05,-0.006055,-0.00421,-0.002635
HDO-HDO-DD,0,1,False,191.06,52339.57918978331,1.2,0.000238,0.000389,0.006749,0.013876,-0.012292
HDO-HDO-DD,0,2,False,208.47,47968.53264258646,0.61,0.00012,0.000179,-0.012228,5.3e-05,-0.00546
HDO-HDO-DD,0,3,False,235.1,42535.09145044662,0.47,9.4e-05,0.000125,0.010429,0.002439,0.003133
HDO-HDO-DD,0,4,False,351.24,28470.561439471585,0.63,0.000125,0.000111,-0.007034,-0.00161,-0.007705
HDO-HDO-DD,0,5,False,493.36,20269.17463920869,0.61,0.000121,7.7e-05,-0.00032,-0.001734,0.008577
HDO-HDO-DD,0,6,False,1488.05,6720.2042942105445,0.27,5.3e-05,1.1e-05,0.002269,-0.002179,-0.001147
HDO-HDO-DD,0,7,False,1498.4,6673.785371062466,0.42,8.3e-05,1.7e-05,0.001959,-0.001175,0.00346
HDO-HDO-DD,0,8,False,2771.85,3607.69882930173,0.2,4e-05,5e-06,-0.001754,0.001145,0.000384
HDO-HDO-DD,0,9,False,2846.94,3512.543292096075,0.98,0.000193,2.1e-05,-0.000194,-0.003469,-0.003018
HDO-HDO-DD,0,10,False,3823.6,2615.336332252328,0.09,1.8e-05,1e-06,0.000399,0.00053,0.000999
HDO-HDO-DD,0,11,False,3828.57,2611.9412731124153,0.52,0.000104,8e-06,0.000183,0.002052,0.002055
HDO-HDO-DD,1,1,True,211.2,47348.48484848485,1.76,0.000349,0.000516,0.011211,0.015139,-0.012695
HDO-HDO-DD,1,2,False,221.28,45191.61243673174,0.06,1.3e-05,1.8e-05,-0.002077,-0.002878,-0.002272
HDO-HDO-DD,1,3,False,244.32,40929.92796332679,0.18,3.5e-05,4.5e-05,-0.001197,-0.004044,-0.005183
HDO-HDO-DD,1,4,False,350.26,28550.219836692744,0.24,4.7e-05,4.2e-05,0.000791,-0.004389,0.004695
HDO-HDO-DD,1,5,False,514.92,19420.492503689897,0.3,6e-05,3.6e-05,0.003196,-0.002506,0.004429
HDO-HDO-DD,1,6,False,1504.14,6648.317310888614,0.66,0.000131,2.7e-05,0.000213,-0.003008,-0.004245
HDO-HDO-DD,1,7,False,1506.83,6636.448703569746,0.06,1.2e-05,3e-06,0.000379,0.001542,-6.5e-05
HDO-HDO-DD,1,8,False,2774.18,3604.6687669870016,0.07,1.4e-05,2e-06,-3.4e-05,0.00071,0.001035
HDO-HDO-DD,1,9,False,2841.93,3518.73550720813,0.03,6e-06,1e-06,0.000139,-0.000305,-0.000741
HDO-HDO-DD,1,10,False,3828.95,2611.682053826767,0.03,6e-06,0.0,0.000574,-0.000326,-0.000205
HDO-HDO-DD,1,11,False,3820.18,2617.677701050736,1.01,0.0002,1.6e-05,0.001117,-0.002925,-0.002558
HDO-HDO-DD,2,2,True,210.3,47551.1174512601,1.18,0.000234,0.000347,-0.017727,-0.003961,0.00415
HDO-HDO-DD,2,3,False,248.62,40222.02558120827,1.6,0.000317,0.000398,0.019807,-0.000359,-0.002331
HDO-HDO-DD,2,4,False,341.85,29252.596167909902,2.42,0.000478,0.000436,-0.016916,0.012123,-0.001794
HDO-HDO-DD,2,5,False,526.85,18980.734554427254,1.17,0.000232,0.000138,0.006343,0.007507,0.006398
HDO-HDO-DD,2,6,False,1502.55,6655.352567302253,0.05,1e-05,2e-06,0.000776,0.000937,0.000708
HDO-HDO-DD,2,7,False,1517.66,6589.0911007735585,0.09,1.7e-05,4e-06,0.001299,-0.000953,0.000995
HDO-HDO-DD,2,8,False,2788.68,3585.9259578008237,0.39,7.8e-05,9e-06,-0.002199,0.000741,-0.001818
HDO-HDO-DD,2,9,False,2854.3,3503.485968538696,0.2,3.9e-05,4e-06,0.001394,-0.000964,0.001184
HDO-HDO-DD,2,10,False,3837.32,2605.9854273294904,0.51,0.000102,8e-06,0.002266,-0.000742,-0.001605
HDO-HDO-DD,2,11,False,3845.27,2600.597617332463,0.09,1.9e-05,2e-06,0.001071,0.000306,-0.000523
HDO-HDO-DD,3,3,True,271.18,36875.8758020503,0.35,7e-05,8e-05,0.008856,-0.000141,0.001308
HDO-HDO-DD,3,4,False,362.77,27565.675221214544,0.49,9.7e-05,8.4e-05,0.006558,0.00454,-0.004483
HDO-HDO-DD,3,5,False,531.61,18810.782340437538,1.04,0.000205,0.00012,-0.00065,0.004011,0.010188
HDO-HDO-DD,3,6,False,1531.41,6529.929933851809,0.1,2e-05,4e-06,0.000589,-0.00164,0.001048
HDO-HDO-DD,3,7,False,1541.08,6488.9557972331095,0.11,2.2e-05,5e-06,-0.000785,0.001363,-0.001439
HDO-HDO-DD,3,8,False,2814.0,3553.6602700781805,0.48,9.5e-05,1.1e-05,0.003116,-0.00044,0.000809
HDO-HDO-DD,3,9,False,2881.28,3470.679697912039,0.13,2.6e-05,3e-06,-0.000895,0.001318,-0.000572
HDO-HDO-DD,3,10,False,3866.17,2586.5391330438133,0.22,4.4e-05,4e-06,0.000744,-0.000784,0.001532
HDO-HDO-DD,3,11,False,3871.42,2583.031549147341,0.06,1.2e-05,1e-06,-0.00099,8.4e-05,8.3e-05
HDO-HDO-DD,4,4,True,444.44,22500.225002250023,1.69,0.000334,0.000235,-0.012723,0.005381,-0.006618
HDO-HDO-DD,4,5,False,665.62,15023.587031639674,0.05,9e-06,4e-06,0.00147,0.000901,0.001118
HDO-HDO-DD,4,6,False,1636.61,6110.191187882269,0.08,1.6e-05,3e-06,-0.001178,-0.000675,0.001126
HDO-HDO-DD,4,7,False,1648.35,6066.6727333394,0.36,7.1e-05,1.3e-05,0.003631,0.000407,0.000335
HDO-HDO-DD,4,8,False,2934.43,3407.816850291198,0.29,5.8e-05,6e-06,-0.002202,0.00064,-0.000943
HDO-HDO-DD,4,9,False,2989.7,3344.8172057397064,0.21,4.2e-05,4e-06,0.001795,-0.000917,0.000564
HDO-HDO-DD,4,10,False,3975.75,2515.248695214739,0.46,9.1e-05,7e-06,-0.002287,0.000177,-0.001371
HDO-HDO-DD,4,11,False,3976.17,2514.983011289759,0.48,9.4e-05,7e-06,-0.002607,0.000422,-0.000659
HDO-HDO-DD,5,5,True,771.81,12956.556665500577,0.68,0.000134,5.4e-05,-0.00669,0.001699,-0.002578
HDO-HDO-DD,5,6,False,1808.4,5529.750055297501,0.07,1.3e-05,2e-06,-0.000285,0.001128,0.000947
HDO-HDO-DD,5,7,False,1811.13,5521.41480733023,0.08,1.5e-05,3e-06,-0.001482,-0.000219,-0.000628
HDO-HDO-DD,5,8,False,3103.46,3222.210049428702,0.03,5e-06,1e-06,0.000444,-0.000311,0.000494
HDO-HDO-DD,5,9,False,3149.16,3175.4499612595105,0.02,5e-06,0.0,-0.000405,-0.000466,-0.000307
HDO-HDO-DD,5,10,False,4135.57,2418.046363620976,0.09,1.7e-05,1e-06,0.00025,-0.000259,0.001083
HDO-HDO-DD,5,11,False,4140.21,2415.3364201332784,0.09,1.8e-05,1e-06,0.000212,-0.000669,-0.000917
HDO-HDO-DD,6,6,True,2755.4,3629.2371343543587,3.52,0.000697,7.9e-05,0.008822,0.001067,-3.4e-05
HDO-HDO-DD,6,7,False,2786.42,3588.8344183576055,0.02,4e-06,0.0,-0.000359,-0.000327,0.000414
HDO-HDO-DD,6,8,False,4039.2,2475.737769855417,1.65,0.000327,2.5e-05,0.005002,0.000403,0.000308
HDO-HDO-DD,6,9,False,4127.68,2422.66842390883,0.04,7e-06,1e-06,-0.000238,-0.0006,-0.000335
HDO-HDO-DD,6,10,False,5113.65,1955.550340754647,0.05,1e-05,1e-06,0.000171,-0.000308,-0.000688
HDO-HDO-DD,6,11,False,5103.13,1959.5816685054074,1.12,0.000222,1.4e-05,-0.003334,-0.001362,0.000771
HDO-HDO-DD,7,7,True,2779.15,3598.2224780958204,2.7,0.000533,6e-05,0.001211,0.006093,0.004615
HDO-HDO-DD,7,8,False,4062.97,2461.2537134165404,0.05,1.1e-05,1e-06,-0.000854,3.6e-05,-0.000301
HDO-HDO-DD,7,9,False,4119.11,2427.7088982814253,0.72,0.000143,1.1e-05,-0.000254,-0.00247,-0.002165
HDO-HDO-DD,7,10,False,5103.65,1959.382010913758,1.41,0.00028,1.7e-05,0.0006,-0.002554,-0.003197
HDO-HDO-DD,7,11,False,5130.49,1949.1315644314677,0.04,7e-06,0.0,0.000548,0.000334,-0.000175
HDO-HDO-DD,8,8,True,5231.17,1911.6182421905617,0.11,2.2e-05,1e-06,-0.001102,-0.00031,0.000132
HDO-HDO-DD,8,9,False,5401.33,1851.3958599085781,0.03,6e-06,0.0,0.000549,0.000205,2.8e-05
HDO-HDO-DD,8,10,False,6387.37,1565.589593212856,0.04,7e-06,0.0,-0.000513,6.9e-05,0.000308
HDO-HDO-DD,8,11,False,6387.17,1565.63861616334,0.21,4.1e-05,2e-06,0.000308,0.001073,-0.000872
HDO-HDO-DD,9,9,True,5396.62,1853.0116999158734,0.68,0.000134,8e-06,-0.000586,-0.002145,-0.001668
HDO-HDO-DD,9,10,False,6454.79,1549.23707820084,0.16,3.2e-05,2e-06,0.00095,0.000295,-0.000748
HDO-HDO-DD,9,11,False,6470.55,1545.463677739914,0.0,0.0,0.0,-1.5e-05,-6.4e-05,5e-06
HDO-HDO-DD,10,10,True,7294.22,1370.9485044322764,1.43,0.000282,1.2e-05,-0.001236,0.001594,0.002828
HDO-HDO-DD,10,11,False,7456.33,1341.1423582379,0.0,1e-06,0.0,9.3e-05,-4e-05,-0.000104
HDO-HDO-DD,11,11,True,7307.52,1368.4533193203713,1.44,0.000285,1.2e-05,0.002894,0.001659,-0.001031
HDO-HDO-DH,0,0,True,187.11,53444.49788894233,0.22,4.4e-05,7.3e-05,0.0078,0.002213,0.002696
HDO-HDO-DH,0,1,False,200.65,49838.026414153996,1.25,0.000247,0.000385,-0.006077,-0.017681,0.005927
HDO-HDO-DH,0,2,False,202.85,49297.51047572098,0.68,0.000134,0.000206,0.013745,-0.003269,0.002471
HDO-HDO-DH,0,3,False,238.5,41928.72117400419,0.51,0.0001,0.000131,-0.0113,-0.000536,-0.001679
HDO-HDO-DH,0,4,False,350.45,28534.741047224998,0.65,0.000128,0.000114,0.008487,-0.002315,0.006049
HDO-HDO-DH,0,5,False,487.4,20517.02913418137,0.61,0.00012,7.7e-05,-0.001017,0.005148,-0.007012
HDO-HDO-DH,0,6,False,1486.09,6729.067553109166,0.27,5.3e-05,1.1e-05,-0.001772,0.001508,0.002389
HDO-HDO-DH,0,7,False,1495.27,6687.755388658905,0.42,8.3e-05,1.7e-05,0.002432,-0.002588,0.002171
HDO-HDO-DH,0,8,False,2767.37,3613.539208707184,0.21,4.1e-05,5e-06,-0.001551,0.000922,0.001163
HDO-HDO-DH,0,9,False,2828.81,3535.055376642475,0.96,0.00019,2.1e-05,0.001124,0.001837,0.004037
HDO-HDO-DH,0,10,False,3825.64,2613.941719555421,0.09,1.7e-05,1e-06,-0.0006,-6e-05,-0.001031
HDO-HDO-DH,0,11,False,3825.27,2614.1945535870673,0.52,0.000103,8e-06,0.000781,0.000984,0.002609
HDO-HDO-DH,1,1,True,241.42,41421.58893215144,2.03,0.000402,0.00052,-0.009588,-0.020098,0.004912
HDO-HDO-DH,1,2,False,233.09,42901.88339268094,0.08,1.6e-05,2.1e-05,0.00179,0.001649,0.003924
HDO-HDO-DH,1,3,False,263.44,37959.30762222897,0.17,3.5e-05,4.1e-05,0.002787,0.001372,0.005599
HDO-HDO-DH,1,4,False,364.51,27434.089599736635,0.27,5.4e-05,4.6e-05,-0.001298,0.006265,-0.002233
HDO-HDO-DH,1,5,False,522.98,19121.190102872002,0.3,6e-05,3.6e-05,-0.00354,0.004327,-0.002115
HDO-HDO-DH,1,6,False,1517.09,6591.566749500689,0.65,0.000128,2.6e-05,0.000897,0.000918,0.004969
HDO-HDO-DH,1,7,False,1517.79,6588.526739535772,0.06,1.2e-05,2e-06,0.000384,0.001435,0.000451
HDO-HDO-DH,1,8,False,2785.56,3589.942417323626,0.07,1.5e-05,2e-06,0.000241,0.000199,0.001249
HDO-HDO-DH,1,9,False,2849.47,3509.4245596549536,0.03,6e-06,1e-06,3.1e-05,-5e-05,0.000812
HDO-HDO-DH,1,10,False,3848.03,2598.732338365345,0.03,7e-06,1e-06,-0.000554,0.000268,0.000404
HDO-HDO-DH,1,11,False,3837.85,2605.6255455528485,1.05,0.000208,1.7e-05,0.000503,-0.001652,-0.003736
HDO-HDO-DH,2,2,True,208.91,47867.502752381406,1.12,0.000222,0.000331,0.01645,0.005141,-0.005851
HDO-HDO-DH,2,3,False,264.2,37850.113550340655,1.67,0.00033,0.00039,-0.018728,-0.000254,0.006268
HDO-HDO-DH,2,4,False,345.93,28907.582458878962,2.33,0.000461,0.000416,0.015163,-0.011854,-0.006727
HDO-HDO-DH,2,5,False,524.04,19082.51278528357,1.16,0.000231,0.000137,-0.008128,-0.003943,-0.007461
HDO-HDO-DH,2,6,False,1506.12,6639.577191724431,0.04,8e-06,2e-06,-0.000892,-0.000582,-0.000767
HDO-HDO-DH,2,7,False,1514.64,6602.228912480853,0.09,1.8e-05,4e-06,0.001396,-0.001342,0.000145
HDO-HDO-DH,2,8,False,2790.93,3583.035045665782,0.39,7.8e-05,9e-06,-0.002386,0.001484,-0.000884
HDO-HDO-DH,2,9,False,2849.54,3509.338349347614,0.19,3.8e-05,4e-06,-0.001446,0.00138,-0.000391
HDO-HDO-DH,2,10,False,3850.26,2597.2272002410227,0.5,9.9e-05,8e-06,-0.001846,1.3e-05,0.002146
HDO-HDO-DH,2,11,False,3848.06,2598.7120782939974,0.09,1.7e-05,1e-06,0.000977,0.000476,-0.000477
HDO-HDO-DH,3,3,True,284.65,35130.86246267346,0.37,7.3e-05,8e-05,-0.00887,0.001002,0.000665
HDO-HDO-DH,3,4,False,373.8,26752.273943285178,0.5,9.9e-05,8.3e-05,-0.006078,-0.005821,0.003465
HDO-HDO-DH,3,5,False,535.92,18659.50141812211,1.05,0.000208,0.000121,-0.001606,0.000679,-0.010853
HDO-HDO-DH,3,6,False,1540.14,6492.916228394821,0.11,2.1e-05,4e-06,-0.000595,0.00196,-0.000143
HDO-HDO-DH,3,7,False,1546.98,6464.20768206441,0.11,2.2e-05,5e-06,-0.000881,0.001857,-0.000554
HDO-HDO-DH,3,8,False,2820.93,3544.930218048658,0.48,9.5e-05,1.1e-05,0.003138,-0.000813,-0.0001
HDO-HDO-DH,3,9,False,2882.02,3469.788551085697,0.13,2.6e-05,3e-06,0.000837,-0.001454,-0.00021
HDO-HDO-DH,3,10,False,3880.25,2577.1535339217835,0.22,4.4e-05,4e-06,-0.000914,0.001374,-0.000896
HDO-HDO-DH,3,11,False,3880.15,2577.2199528368747,0.06,1.2e-05,1e-06,-0.000937,6.9e-05,0.000306
HDO-HDO-DH,4,4,True,451.05,22170.49107637734,1.72,0.00034,0.000235,0.013086,-0.007946,0.00101
HDO-HDO-DH,4,5,False,665.59,15024.264186661458,0.05,9e-06,4e-06,-0.001735,-0.000315,-0.001051
HDO-HDO-DH,4,6,False,1642.18,6089.466440950444,0.08,1.7e-05,3e-06,0.001023,0.001076,-0.000968
HDO-HDO-DH,4,7,False,1650.24,6059.72464611208,0.36,7.1e-05,1.3e-05,0.003652,0.000141,-0.000279
HDO-HDO-DH,4,8,False,2937.21,3404.591432005202,0.29,5.8e-05,6e-06,-0.002257,0.001029,-0.000125
HDO-HDO-DH,4,9,False,2986.44,3348.4684105490146,0.21,4.2e-05,4e-06,-0.001758,0.00111,0.000243
HDO-HDO-DH,4,10,False,3986.28,2508.6045134812407,0.46,9.1e-05,7e-06,0.002461,-0.000793,0.000679
HDO-HDO-DH,4,11,False,3980.93,2511.9758448402763,0.47,9.4e-05,7e-06,-0.002611,0.000728,0.000121
HDO-HDO-DH,5,5,True,766.97,13038.319621367198,0.67,0.000133,5.4e-05,0.006809,-0.002782,0.0002
HDO-HDO-DH,5,6,False,1807.82,5531.5241561659905,0.07,1.3e-05,2e-06,-1e-05,-0.000627,-0.001364
HDO-HDO-DH,5,7,False,1808.01,5530.942859829315,0.08,1.5e-05,3e-06,-0.001585,0.000108,-0.000341
HDO-HDO-DH,5,8,False,3100.84,3224.932598908683,0.03,5e-06,1e-06,0.000493,-0.000504,0.00022
HDO-HDO-DH,5,9,False,3142.12,3182.5646378877955,0.02,5e-06,0.0,0.000502,0.000282,0.000379
HDO-HDO-DH,5,10,False,4139.46,2415.7740381595668,0.09,1.7e-05,1e-06,-0.000411,0.000698,-0.000809
HDO-HDO-DH,5,11,False,4139.82,2415.5639617181423,0.09,1.8e-05,1e-06,-2.7e-05,-0.000222,-0.001133
HDO-HDO-DH,6,6,True,2759.01,3624.488494061275,3.53,0.000699,7.9e-05,-0.008744,-0.000772,0.001412
HDO-HDO-DH,6,7,False,2787.43,3587.5340367291737,0.02,4e-06,0.0,-0.000311,-0.00046,0.000306
HDO-HDO-DH,6,8,False,4041.02,2474.6227437627135,1.65,0.000327,2.5e-05,0.004992,0.000118,-0.00059
HDO-HDO-DH,6,9,False,4124.34,2424.63036510084,0.04,7e-06,1e-06,0.000356,0.000395,0.000492
HDO-HDO-DH,6,10,False,5121.3,1952.6292152383182,0.05,1e-05,1e-06,-1.2e-05,-8e-06,0.000768
HDO-HDO-DH,6,11,False,5106.94,1958.1197351055623,1.12,0.000222,1.4e-05,-0.003276,-0.001483,0.00081
HDO-HDO-DH,7,7,True,2777.66,3600.1526464722106,2.7,0.000535,6e-05,-0.002662,-0.00355,-0.006359
HDO-HDO-DH,7,8,False,4062.34,2461.635412102384,0.05,1.1e-05,1e-06,0.00088,-0.00018,7.8e-05
HDO-HDO-DH,7,9,False,4113.5,2431.0198128114744,0.72,0.000143,1.1e-05,-0.000898,-0.001317,-0.002884
HDO-HDO-DH,7,10,False,5109.06,1957.3072150258558,1.41,0.00028,1.7e-05,-0.000254,-0.000978,-0.004008
HDO-HDO-DH,7,11,False,5131.62,1948.702359099076,0.04,7e-06,0.0,-0.000539,-0.000362,0.00013
HDO-HDO-DH,8,8,True,5231.38,1911.5415053007046,0.11,2.2e-05,1e-06,0.001089,0.000311,-0.000217
HDO-HDO-DH,8,9,False,5396.34,1853.1078471704895,0.03,6e-06,0.0,0.000565,0.000161,-4e-06
HDO-HDO-DH,8,10,False,6393.38,1564.1178844367141,0.04,7e-06,0.0,-0.000441,-5.6e-05,0.000408
HDO-HDO-DH,8,11,False,6389.07,1565.1730220517227,0.21,4.1e-05,2e-06,-0.000263,-0.001334,0.000398
HDO-HDO-DH,9,9,True,5386.49,1856.4965311362316,0.67,0.000133,8e-06,0.0011,0.001225,0.00224
HDO-HDO-DH,9,10,False,6455.7,1549.0186966556687,0.16,3.2e-05,2e-06,-0.000828,-0.000561,0.000739
HDO-HDO-DH,9,11,False,6467.35,1546.2283624668526,0.0,0.0,0.0,-2.1e-05,-6e-05,-1.9e-05
HDO-HDO-DH,10,10,True,7306.14,1368.7117958319989,1.43,0.000282,1.2e-05,0.000537,-0.000278,-0.00342
HDO-HDO-DH,10,11,False,7464.15,1339.7372775198785,0.0,1e-06,0.0,6.9e-05,5e-06,-0.000128
HDO-HDO-DH,11,11,True,7311.25,1367.7551718242435,1.44,0.000286,1.2e-05,-0.002828,-0.001872,0.00083
HDO-HDO-HD,0,0,True,146.2,68399.45280437756,3.04,0.000602,0.001285,-0.035624,-0.001293,-0.003795
HDO-HDO-HD,0,1,False,158.82,62964.36217101121,0.26,5.2e-05,0.000102,0.004826,-0.007516,-0.004687
HDO-HDO-HD,0,2,False,191.63,52183.89604967907,0.96,0.00019,0.000309,0.016511,0.000749,0.005991
HDO-HDO-HD,0,3,False,214.72,46572.28017883756,0.1,2e-05,2.9e-05,-0.003773,-0.003469,0.001681
HDO-HDO-HD,0,4,False,325.4,30731.40749846343,1.2,0.000238,0.000228,-0.003636,0.014474,-0.00239
HDO-HDO-HD,0,5,False,496.73,20131.661063354335,0.89,0.000177,0.000111,-0.001962,0.003324,-0.009801
HDO-HDO-HD,0,6,False,1478.51,6763.5660225497295,0.3,6e-05,1.3e-05,0.002375,-0.00213,0.001575
HDO-HDO-HD,0,7,False,1514.19,6604.191019621051,0.15,3e-05,6e-06,0.000603,0.002414,7.7e-05
HDO-HDO-HD,0,8,False,2820.43,3545.558655949625,0.75,0.000148,1.6e-05,0.001111,0.003847,-0.000627
HDO-HDO-HD,0,9,False,2817.39,3549.3843592828825,0.14,2.9e-05,3e-06,0.000962,-0.000832,0.001242
HDO-HDO-HD,0,10,False,3712.14,2693.8639167703805,0.33,6.5e-05,6e-06,0.001279,0.001833,-0.000713
