species,mode1,mode2,same_mode,frequency_cm1,wavelength_nm,intensity_km_mol,eps_L_per_mol_cm,t2_au,tx,ty,tz
H2O-H2O-HX,4,10,False,4037.83,2476.5777657801345,0.34,6.7e-05,5e-06,0.001961,-2e-05,-0.001149
H2O-H2O-HX,4,11,False,4069.29,2457.4311489227853,0.04,8e-06,1e-06,0.0,0.000777,-1.2e-05
H2O-H2O-HX,5,5,True,891.42,11218.05658387741,1.25,0.000248,8.7e-05,-0.008872,5.3e-05,0.002853
H2O-H2O-HX,5,6,False,2081.89,4803.327745462057,0.0,0.0,0.0,2e-06,-0.000187,3e-06
H2O-H2O-HX,5,7,False,2100.43,4760.929904829011,0.1,1.9e-05,3e-06,-0.0,0.001678,-2.9e-05
H2O-H2O-HX,5,8,False,4150.88,2409.1277030412825,0.0,0.0,0.0,-2e-06,-5.9e-05,2e-06
H2O-H2O-HX,5,9,False,4174.1,2395.726024771807,0.06,1.1e-05,1e-06,1e-06,0.000909,-1.6e-05
H2O-H2O-HX,5,10,False,4233.34,2362.201004407867,0.14,2.8e-05,2e-06,-2e-06,-0.001431,2.5e-05
H2O-H2O-HX,5,11,False,4258.64,2348.167490090733,0.04,8e-06,1e-06,-2.4e-05,-1.2e-05,-0.000761
H2O-H2O-HX,6,6,True,3146.67,3177.962735208967,0.03,7e-06,1e-06,-0.000588,-9e-06,-0.00057
H2O-H2O-HX,6,7,False,3182.79,3141.8975175867713,0.04,7e-06,1e-06,-0.000564,-1.1e-05,-0.00064
H2O-H2O-HX,6,8,False,5200.26,1922.9807740382212,0.13,2.6e-05,2e-06,0.001211,5e-06,0.000338
H2O-H2O-HX,6,9,False,5260.76,1900.866034565348,0.04,8e-06,0.0,-0.000587,-5e-06,-0.000326
H2O-H2O-HX,6,10,False,5330.65,1875.9438342416029,0.18,3.6e-05,2e-06,0.001179,1.4e-05,0.000854
H2O-H2O-HX,6,11,False,5341.46,1872.1473155279643,3.6,0.000712,4.2e-05,1e-06,0.00645,-0.000105
H2O-H2O-HX,7,7,True,3166.46,3158.100844476166,0.06,1.2e-05,1e-06,0.000215,1.8e-05,0.001077
H2O-H2O-HX,7,8,False,5203.92,1921.6283109655797,2.12,0.000419,2.5e-05,-0.005,-7e-06,-0.000388
H2O-H2O-HX,7,9,False,5284.68,1892.2621615689122,0.0,0.0,0.0,-0.000122,-1e-06,-6.2e-05
H2O-H2O-HX,7,10,False,5330.44,1876.017739623746,3.13,0.00062,3.6e-05,-0.005262,-5e-05,-0.002933
H2O-H2O-HX,7,11,False,5368.85,1862.5962729448577,0.19,3.8e-05,2e-06,0.0,0.00148,-2.4e-05
H2O-H2O-HX,8,8,True,7066.08,1415.2118289065506,0.03,5e-06,0.0,-0.000473,1e-06,5.5e-05
H2O-H2O-HX,8,9,False,7292.39,1371.2925392086818,0.06,1.2e-05,1e-06,0.000661,4e-06,0.00026
H2O-H2O-HX,8,10,False,7292.63,1371.2474100564543,0.78,0.000153,7e-06,-0.001098,-3.9e-05,-0.002314
H2O-H2O-HX,8,11,False,7377.86,1355.4065813121963,0.01,1e-06,0.0,-0.0,-0.000227,4e-06
H2O-H2O-HX,9,9,True,7291.26,1371.5050622251847,0.49,9.7e-05,4e-06,-0.001466,-2.2e-05,-0.001414
H2O-H2O-HX,9,10,False,7425.38,1346.7324231217797,0.03,6e-06,0.0,0.000355,6e-06,0.00037
H2O-H2O-HX,9,11,False,7300.7,1369.7316695659322,2.53,0.000502,2.1e-05,1e-06,0.004629,-7.5e-05
H2O-H2O-HX,10,10,True,7345.31,1361.4129287940195,0.98,0.000194,8e-06,0.002335,2.8e-05,0.001674
H2O-H2O-HX,10,11,False,7510.37,1331.4923232810102,0.01,3e-06,0.0,-0.0,-0.000324,5e-06
H2O-H2O-HX,11,11,True,7448.11,1342.6224908063925,0.01,2e-06,0.0,-0.000271,-3e-06,-0.000175
H2O-HDO-HD,0,0,True,199.55,50112.75369581558,0.43,8.4e-05,0.000132,-0.00966,-0.001859,-0.005941
H2O-HDO-HD,0,1,False,191.12,52323.14776056928,1.66,0.000329,0.000538,0.008823,0.016824,-0.013302
H2O-HDO-HD,0,2,False,218.04,45863.1443771785,0.64,0.000127,0.000182,-0.011421,0.000488,-0.007178
H2O-HDO-HD,0,3,False,256.09,39048.771916123245,0.83,0.000164,0.0002,-0.013125,-0.002993,-0.00437
H2O-HDO-HD,0,4,False,403.57,24778.84877468593,0.45,8.9e-05,6.9e-05,0.003155,0.002632,0.007231
H2O-HDO-HD,0,5,False,561.91,17796.444270434768,1.13,0.000224,0.000125,-0.000794,0.000802,-0.011106
H2O-HDO-HD,0,6,False,1501.69,6659.164008550366,0.49,9.7e-05,2e-05,-0.002713,0.001284,-0.003345
H2O-HDO-HD,0,7,False,1703.63,5869.819150871961,0.38,7.5e-05,1.4e-05,-0.001781,0.00284,0.001593
H2O-HDO-HD,0,8,False,2850.48,3508.181078274536,1.28,0.000254,2.8e-05,0.000376,0.003771,0.003661
H2O-HDO-HD,0,9,False,3745.06,2670.1841893053784,0.74,0.000147,1.2e-05,0.002199,-0.00229,-0.001464
H2O-HDO-HD,0,10,False,3827.41,2612.732892478203,0.09,1.8e-05,1e-06,-0.000346,-0.000632,-0.000972
H2O-HDO-HD,0,11,False,3874.04,2581.2846537464766,0.4,7.8e-05,6e-06,0.000453,-0.00183,-0.001659
H2O-HDO-HD,1,1,True,208.75,47904.19161676647,1.31,0.000259,0.000387,0.010145,0.013196,-0.010502
H2O-HDO-HD,1,2,False,227.18,44017.95932740558,0.08,1.6e-05,2.2e-05,0.001913,-0.002027,-0.003833
H2O-HDO-HD,1,3,False,261.47,38245.305388763525,0.21,4.2e-05,5e-05,0.004035,0.003827,0.004326
H2O-HDO-HD,1,4,False,411.92,24276.558555059233,0.26,5.1e-05,3.9e-05,0.003177,0.003319,-0.004231
H2O-HDO-HD,1,5,False,568.34,17595.10152373579,0.38,7.4e-05,4.1e-05,-0.003156,0.004855,-0.002712
H2O-HDO-HD,1,6,False,1506.99,6635.74409916456,0.09,1.8e-05,4e-06,-0.000104,-0.001213,0.001465
H2O-HDO-HD,1,7,False,1715.68,5828.592744567752,0.82,0.000163,3e-05,-0.00022,0.003336,0.004299
H2O-HDO-HD,1,8,False,2840.3,3520.7548498398055,0.05,9e-06,1e-06,0.0,0.000233,0.00097
H2O-HDO-HD,1,9,False,3739.68,2674.025585076798,0.09,1.8e-05,1e-06,-0.000719,-5.6e-05,-0.000987
H2O-HDO-HD,1,10,False,3827.65,2612.5690697947825,0.05,1e-05,1e-06,-0.000763,0.000443,-2.4e-05
H2O-HDO-HD,1,11,False,3865.54,2586.9606833715343,1.05,0.000207,1.7e-05,-0.002044,0.002978,0.001923
H2O-HDO-HD,2,2,True,227.48,43959.90856339019,1.75,0.000346,0.000475,-0.021164,-0.002671,0.004432
H2O-HDO-HD,2,3,False,264.01,37877.353130563235,3.61,0.000715,0.000845,-0.028921,0.001823,0.002296
H2O-HDO-HD,2,4,False,420.26,23794.79369913863,0.58,0.000116,8.6e-05,0.003692,-0.00848,0.000558
H2O-HDO-HD,2,5,False,590.62,16931.36026548373,1.94,0.000384,0.000203,-0.003181,-0.009955,-0.009684
H2O-HDO-HD,2,6,False,1526.24,6552.049481077681,0.14,2.7e-05,5e-06,-0.002192,0.000602,-0.000544
H2O-HDO-HD,2,7,False,1720.17,5813.378910223989,0.04,7e-06,1e-06,-0.000242,-7.6e-05,-0.001129
H2O-HDO-HD,2,8,False,2861.35,3494.853827738655,0.15,3e-05,3e-06,-0.001276,0.000676,-0.001098
H2O-HDO-HD,2,9,False,3767.11,2654.5548178842664,0.43,8.5e-05,7e-06,0.001697,-0.000767,0.001899
H2O-HDO-HD,2,10,False,3845.65,2600.3406446244458,0.48,9.6e-05,8e-06,-0.002475,0.000612,0.001127
H2O-HDO-HD,2,11,False,3897.57,2565.701193307625,0.01,2e-06,0.0,0.000139,-0.000416,-2.1e-05
H2O-HDO-HD,3,3,True,308.63,32401.25716877815,3.31,0.000655,0.000663,0.017324,0.016963,-0.008653
H2O-HDO-HD,3,4,False,437.96,22833.135446159467,0.55,0.000108,7.7e-05,0.006882,0.003618,-0.004059
H2O-HDO-HD,3,5,False,618.24,16174.948240165631,2.1,0.000416,0.00021,-0.001208,0.006948,0.012666
H2O-HDO-HD,3,6,False,1560.93,6406.437188086589,0.04,8e-06,2e-06,-0.000109,0.000726,-0.001077
H2O-HDO-HD,3,7,False,1760.33,5680.753040623065,0.04,7e-06,1e-06,0.000631,-0.000884,0.000328
H2O-HDO-HD,3,8,False,2900.31,3447.907292668715,0.11,2.3e-05,2e-06,-0.00048,0.001373,-0.000569
H2O-HDO-HD,3,9,False,3804.43,2628.5146526549315,0.81,0.00016,1.3e-05,0.003465,-0.000269,0.001028
H2O-HDO-HD,3,10,False,3885.46,2573.697837579077,0.25,5e-05,4e-06,0.000563,-0.000724,0.001771
H2O-HDO-HD,3,11,False,3962.02,2523.9650481320136,0.45,8.9e-05,7e-06,-0.002597,0.000305,-0.000382
H2O-HDO-HD,4,4,True,535.2,18684.603886397606,1.64,0.000324,0.000189,-0.009183,0.00502,-0.008898
H2O-HDO-HD,4,5,False,752.24,13293.62969265128,0.06,1.1e-05,5e-06,0.000177,0.001556,0.001522
H2O-HDO-HD,4,6,False,1696.68,5893.863309522126,0.32,6.4e-05,1.2e-05,0.003313,-0.000414,0.000802
H2O-HDO-HD,4,7,False,1885.31,5304.1674843924875,0.19,3.8e-05,6e-06,-0.002439,0.000414,-0.000311
H2O-HDO-HD,4,8,False,3036.59,3293.16766504533,0.17,3.3e-05,3e-06,0.001537,-0.000865,0.000532
H2O-HDO-HD,4,9,False,3960.34,2525.035729255569,0.38,7.5e-05,6e-06,-0.002307,0.000368,-0.000651
H2O-HDO-HD,4,10,False,4023.87,2485.169749519741,0.46,9.2e-05,7e-06,-0.002278,0.000376,-0.001336
H2O-HDO-HD,4,11,False,4067.35,2458.6032674837425,0.25,4.9e-05,4e-06,-0.001402,0.001023,-0.00085
H2O-HDO-HD,5,5,True,883.52,11318.36291198841,1.15,0.000227,8e-05,-0.007845,0.002657,-0.00342
H2O-HDO-HD,5,6,False,1886.93,5299.6136581643195,0.04,7e-06,1e-06,-0.00104,-0.000121,-0.000324
H2O-HDO-HD,5,7,False,2096.8,4769.172071728348,0.1,2e-05,3e-06,-0.000127,0.001175,0.001255
H2O-HDO-HD,5,8,False,3224.11,3101.631147820639,0.03,7e-06,1e-06,-0.000459,-0.000558,-0.000369
H2O-HDO-HD,5,9,False,4165.86,2400.4647299717226,0.02,4e-06,0.0,0.000333,-0.000241,0.000335
H2O-HDO-HD,5,10,False,4211.05,2374.70464610964,0.08,1.5e-05,1e-06,-0.000121,-4.9e-05,0.001042
H2O-HDO-HD,5,11,False,4261.34,2346.679682916641,0.15,2.9e-05,2e-06,0.000109,-0.000802,-0.001213
H2O-HDO-HD,6,6,True,2779.74,3597.4587551353725,2.98,0.00059,6.6e-05,0.001494,0.006307,0.004919
H2O-HDO-HD,6,7,False,3002.12,3330.979441194889,0.0,1e-06,0.0,0.000235,5.9e-05,1.2e-05
H2O-HDO-HD,6,8,False,4119.38,2427.5497769081753,0.76,0.00015,1.1e-05,-0.00036,-0.002498,-0.002236
H2O-HDO-HD,6,9,False,5031.77,1987.372236807326,0.01,2e-06,0.0,0.000181,0.000255,-7.7e-05
H2O-HDO-HD,6,10,False,5104.62,1959.0096814258457,1.47,0.00029,1.8e-05,0.000644,-0.002664,-0.003199
H2O-HDO-HD,6,11,False,5174.88,1932.4119593111338,0.0,1e-06,0.0,-6.3e-05,-1.5e-05,0.00018
H2O-HDO-HD,7,7,True,3163.31,3161.245657238778,0.08,1.6e-05,2e-06,0.000536,0.000914,-0.000682
H2O-HDO-HD,7,8,False,4340.84,2303.7015877111344,0.0,0.0,0.0,7e-05,-0.000125,0.000104
H2O-HDO-HD,7,9,False,5222.71,1914.7147745136147,2.32,0.000459,2.7e-05,0.005209,0.000183,0.000515
H2O-HDO-HD,7,10,False,5327.31,1877.119972368794,0.0,0.0,0.0,-0.000133,4.4e-05,-7e-05
H2O-HDO-HD,7,11,False,5362.5,1864.801864801865,3.27,0.000646,3.8e-05,-0.005721,-0.002021,0.000896
H2O-HDO-HD,8,8,True,5396.4,1853.087243347417,0.66,0.000131,8e-06,-0.000535,-0.00212,-0.001671
H2O-HDO-HD,8,9,False,6369.16,1570.0657543537923,0.05,1e-05,1e-06,0.000584,0.000373,0.000163
H2O-HDO-HD,8,10,False,6455.48,1549.0714865509615,0.15,3e-05,1e-06,0.000915,0.000312,-0.000733
H2O-HDO-HD,8,11,False,6513.55,1535.2611095332038,0.01,1e-06,0.0,-0.000197,-0.000114,-6.5e-05
H2O-HDO-HD,9,9,True,7103.76,1407.7052152662816,0.03,6e-06,0.0,-0.000517,3.7e-05,-0.000123
H2O-HDO-HD,9,10,False,7354.92,1359.6340952722803,0.05,1e-05,0.0,-0.000586,3.6e-05,0.000245
H2O-HDO-HD,9,11,False,7385.34,1354.0338020998356,0.78,0.000154,7e-06,0.001433,0.001719,-0.001232
H2O-HDO-HD,10,10,True,7296.47,1370.5257473819531,1.42,0.000282,1.2e-05,-0.001238,0.001583,0.002832
H2O-HDO-HD,10,11,False,7498.54,1333.5929394255415,0.05,1e-05,0.0,0.000529,-4.4e-05,-0.00039
H2O-HDO-HD,11,11,True,7410.91,1349.3619541999565,0.98,0.000195,8e-06,0.002542,0.001163,-0.000625
H2O-HDO-HH,0,0,True,184.78,54118.41108345059,0.48,9.6e-05,0.000162,0.012019,-0.001612,0.003811
H2O-HDO-HH,0,1,False,199.56,50110.24253357386,1.73,0.000342,0.000534,-0.008255,-0.020809,0.005767
H2O-HDO-HH,0,2,False,196.62,50859.52598921778,0.66,0.00013,0.000207,0.013173,-0.004257,0.003901
H2O-HDO-HH,0,3,False,248.03,40317.703503608434,0.85,0.000169,0.000213,-0.014371,-0.00039,-0.00247
H2O-HDO-HH,0,4,False,397.38,25164.82963410338,0.44,8.7e-05,6.9e-05,0.004546,-0.000997,0.006851
H2O-HDO-HH,0,5,False,550.92,18151.45574675089,1.11,0.000219,0.000124,-0.002648,0.005412,-0.009361
H2O-HDO-HH,0,6,False,1493.77,6694.471036371061,0.49,9.7e-05,2e-05,-0.003131,0.002651,-0.001868
H2O-HDO-HH,0,7,False,1697.11,5892.369970125685,0.38,7.4e-05,1.4e-05,0.001147,-0.001913,-0.002952
H2O-HDO-HH,0,8,False,2828.0,3536.067892503536,1.26,0.000249,2.8e-05,-0.001446,-0.001834,-0.004697
H2O-HDO-HH,0,9,False,3734.34,2677.849365617485,0.74,0.000147,1.2e-05,-0.00167,0.001509,0.002681
H2O-HDO-HH,0,10,False,3824.75,2614.5499705863126,0.09,1.8e-05,1e-06,0.000561,0.000163,0.001056
H2O-HDO-HH,0,11,False,3865.7,2586.853609954213,0.39,7.7e-05,6e-06,-7.8e-05,-0.000967,-0.002305
H2O-HDO-HH,1,1,True,242.79,41187.85781951481,1.53,0.000304,0.00039,-0.008508,-0.017438,0.003724
H2O-HDO-HH,1,2,False,228.33,43796.25979941313,0.12,2.3e-05,3.1e-05,-0.001756,0.000504,0.005306
H2O-HDO-HH,1,3,False,275.24,36331.92849876471,0.22,4.3e-05,4.9e-05,0.005484,0.001374,0.004125
H2O-HDO-HH,1,4,False,425.83,23483.549773383747,0.29,5.8e-05,4.2e-05,0.002842,0.004919,-0.003172
H2O-HDO-HH,1,5,False,578.07,17298.943034580585,0.39,7.7e-05,4.2e-05,-0.003023,0.005684,0.000285
H2O-HDO-HH,1,6,False,1518.15,6586.964397457431,0.09,1.8e-05,4e-06,0.000124,-0.001693,0.000864
H2O-HDO-HH,1,7,False,1729.15,5783.188271694185,0.82,0.000162,2.9e-05,-0.000916,-0.001199,-0.005196
H2O-HDO-HH,1,8,False,2849.46,3509.436875758916,0.05,9e-06,1e-06,-0.000201,0.000206,-0.000958
H2O-HDO-HH,1,9,False,3751.92,2665.302032026269,0.1,1.9e-05,2e-06,0.000907,-0.000403,0.000765
H2O-HDO-HH,1,10,False,3847.71,2598.9484654508788,0.05,1.1e-05,1e-06,0.000743,-0.000457,-0.000306
H2O-HDO-HH,1,11,False,3883.18,2575.208978208582,1.1,0.000217,1.7e-05,-0.001494,0.001954,0.003376
H2O-HDO-HH,2,2,True,199.78,50055.06056662329,1.44,0.000284,0.000444,0.019313,0.004129,-0.007317
H2O-HDO-HH,2,3,False,252.06,39673.093707847336,3.36,0.000664,0.000822,-0.02729,0.001183,0.008724
H2O-HDO-HH,2,4,False,410.74,24346.30179675707,0.55,0.000108,8.2e-05,0.002503,-0.007907,-0.003694
H2O-HDO-HH,2,5,False,574.77,17398.263653287402,1.89,0.000375,0.000203,-0.005906,-0.004838,-0.012046
H2O-HDO-HH,2,6,False,1510.26,6621.376451736787,0.14,2.8e-05,6e-06,-0.002217,0.00085,0.00026
H2O-HDO-HH,2,7,False,1710.56,5846.038724160509,0.03,7e-06,1e-06,0.000411,-0.000393,0.000946
H2O-HDO-HH,2,8,False,2845.31,3514.5555317346793,0.15,2.9e-05,3e-06,0.001346,-0.001082,0.000445
H2O-HDO-HH,2,9,False,3754.88,2663.200954491222,0.42,8.3e-05,7e-06,-0.001881,0.001529,-0.001026
H2O-HDO-HH,2,10,False,3845.72,2600.2933130857164,0.47,9.4e-05,8e-06,0.002131,-0.00011,-0.001744
H2O-HDO-HH,2,11,False,3886.81,2572.803918894929,0.01,3e-06,0.0,0.000115,-0.00037,-0.000254
H2O-HDO-HH,3,3,True,308.52,32412.80954233113,3.14,0.000622,0.000629,-0.016895,-0.018077,0.004122
H2O-HDO-HH,3,4,False,440.6,22696.323195642304,0.54,0.000106,7.5e-05,-0.006329,-0.00478,0.003532
H2O-HDO-HH,3,5,False,614.91,16262.542485892245,2.09,0.000415,0.00021,-0.001823,-0.000944,-0.014358
H2O-HDO-HH,3,6,False,1558.77,6415.314639106475,0.04,8e-06,2e-06,0.000225,-0.001111,0.000628
H2O-HDO-HH,3,7,False,1761.35,5677.4633093933635,0.04,7e-06,1e-06,0.000586,-0.000966,-0.000196
H2O-HDO-HH,3,8,False,2893.66,3455.8310236862662,0.11,2.3e-05,2e-06,-0.000427,0.001493,0.00015
H2O-HDO-HH,3,9,False,3802.95,2629.537595813776,0.8,0.000159,1.3e-05,0.003533,-0.000759,8.9e-05
H2O-HDO-HH,3,10,False,3892.87,2568.79885534323,0.25,5e-05,4e-06,0.000786,-0.001417,0.001169
H2O-HDO-HH,3,11,False,3961.56,2524.258120538374,0.44,8.8e-05,7e-06,0.00256,-0.0005,-0.000314
H2O-HDO-HH,4,4,True,540.9,18487.705675725643,1.66,0.000329,0.00019,0.010128,-0.008498,0.003908
H2O-HDO-HH,4,5,False,750.8,13319.126265316996,0.06,1.1e-05,5e-06,-0.000611,-0.00076,-0.001951
H2O-HDO-HH,4,6,False,1696.26,5895.32265100869,0.32,6.4e-05,1.2e-05,-0.003339,0.000789,0.00014
H2O-HDO-HH,4,7,False,1889.48,5292.461417956263,0.19,3.7e-05,6e-06,-0.002392,0.00055,0.000401
H2O-HDO-HH,4,8,False,3032.47,3297.641856308554,0.17,3.3e-05,3e-06,0.001506,-0.001044,-0.000199
H2O-HDO-HH,4,9,False,3961.18,2524.50027517053,0.38,7.5e-05,6e-06,-0.002343,0.000661,4.8e-05
H2O-HDO-HH,4,10,False,4031.53,2480.447869667347,0.47,9.2e-05,7e-06,-0.002427,0.000957,-0.000563
H2O-HDO-HH,4,11,False,4070.31,2456.815328562198,0.24,4.8e-05,4e-06,0.001393,-0.001324,4.8e-05
H2O-HDO-HH,5,5,True,876.45,11409.66398539563,1.14,0.000225,8e-05,0.007989,-0.004036,0.000309
H2O-HDO-HH,5,6,False,1881.92,5313.7221560959015,0.04,7e-06,1e-06,0.00109,-5.5e-05,0.000122
H2O-HDO-HH,5,7,False,2094.49,4774.431961957327,0.1,2e-05,3e-06,0.000225,0.000534,0.001624
H2O-HDO-HH,5,8,False,3215.95,3109.501080551626,0.03,7e-06,1e-06,-0.000575,-0.000338,-0.00046
H2O-HDO-HH,5,9,False,4160.63,2403.4821649605947,0.02,4e-06,0.0,0.000365,-0.000371,0.000129
H2O-HDO-HH,5,10,False,4213.08,2373.560435595811,0.08,1.5e-05,1e-06,6.4e-05,-0.000483,0.000933
H2O-HDO-HH,5,11,False,4258.77,2348.0958117015,0.15,2.9e-05,2e-06,0.000198,0.000214,0.001429
H2O-HDO-HH,6,6,True,2776.18,3602.0719117636468,2.98,0.00059,6.6e-05,-0.003021,-0.003606,-0.00665
H2O-HDO-HH,6,7,False,3001.19,3332.0116353846306,0.0,1e-06,0.0,0.000238,4.3e-05,-1.4e-05
H2O-HDO-HH,6,8,False,4112.51,2431.605029531843,0.76,0.00015,1.1e-05,-0.001019,-0.00131,-0.002936
H2O-HDO-HH,6,9,False,5028.51,1988.6606569341614,0.01,2e-06,0.0,0.000191,0.000259,-2e-06
H2O-HDO-HH,6,10,False,5108.08,1957.6827301060282,1.47,0.00029,1.8e-05,-0.000227,-0.001077,-0.004063
H2O-HDO-HH,6,11,False,5173.56,1932.9050015849818,0.0,1e-06,0.0,3.1e-05,8.8e-05,-0.000167
H2O-HDO-HH,7,7,True,3165.29,3159.268187117136,0.08,1.6e-05,2e-06,-0.000501,-0.001105,0.000341
H2O-HDO-HH,7,8,False,4336.43,2306.0443729058234,0.0,0.0,0.0,-7.3e-05,0.000159,-2.7e-05
H2O-HDO-HH,7,9,False,5222.22,1914.894431869971,2.32,0.000459,2.7e-05,-0.005206,0.000172,0.000545
H2O-HDO-HH,7,10,False,5333.27,1875.0222658894072,0.0,0.0,0.0,0.000138,-7.3e-05,1.6e-05
H2O-HDO-HH,7,11,False,5364.12,1864.2386822069604,3.27,0.000647,3.8e-05,-0.005656,-0.002079,0.001148
H2O-HDO-HH,8,8,True,5385.84,1856.7205858324792,0.66,0.000131,8e-06,0.00105,0.001202,0.002242
H2O-HDO-HH,8,9,False,6362.46,1571.719114933532,0.05,1e-05,1e-06,-0.000641,-0.000256,-0.000177
H2O-HDO-HH,8,10,False,6455.28,1549.1194804872912,0.15,3e-05,1e-06,-0.000798,-0.000571,0.000713
H2O-HDO-HH,8,11,False,6508.78,1536.3862352084416,0.01,1e-06,0.0,-0.000217,-7.1e-05,-6.4e-05
H2O-HDO-HH,9,9,True,7100.94,1408.26425797148,0.03,6e-06,0.0,0.000524,-9.8e-05,-1.3e-05
H2O-HDO-HH,9,10,False,7358.55,1358.9633827316522,0.05,1e-05,0.0,0.000526,5.7e-05,-0.000353
H2O-HDO-HH,9,11,False,7383.4,1354.3895766178184,0.78,0.000155,7e-06,0.001368,0.002047,-0.000686
H2O-HDO-HH,10,10,True,7306.67,1368.6125143191084,1.43,0.000282,1.2e-05,0.000536,-0.000267,-0.00342
H2O-HDO-HH,10,11,False,7504.1,1332.6048426859982,0.05,1e-05,0.0,0.000443,0.000113,-0.000473
H2O-HDO-HH,11,11,True,7411.89,1349.183541579813,0.98,0.000195,8e-06,-0.002501,-0.00126,0.000603
H2O,0,0,True,3127.57,3197.3704825151794,0.12,2.3e-05,2e-06,0.0,0.001519,0.0
H2O,0,1,False,5259.15,1901.447952615917,0.04,9e-06,1e-06,-1e-06,0.000714,-0.0
H2O,0,2,False,5343.27,1871.5131370864656,3.83,0.000759,4.4e-05,0.006657,0.0,-0.0
H2O,1,1,True,7302.09,1369.4709322947265,0.3,6e-05,3e-06,-1e-06,0.001604,-0.0
H2O,1,2,False,7315.19,1367.0184916591368,2.57,0.000509,2.2e-05,0.00466,0.0,-0.0
H2O,2,2,True,7465.97,1339.4106860863358,0.0,0.0,0.0,1e-06,7e-05,-0.0
HDO-D2O-DX,0,0,True,164.56,60768.108896451144,0.23,4.6e-05,8.7e-05,-0.009283,0.000216,0.000752
HDO-D2O-DX,0,1,False,112.29,89055.12512245079,0.09,1.8e-05,5e-05,-0.001159,-0.001577,-0.006782
HDO-D2O-DX,0,2,False,178.82,55922.15635834918,1.11,0.000221,0.000385,-0.004574,0.018755,-0.003488
HDO-D2O-DX,0,3,False,157.95,63311.17442228554,0.03,7e-06,1.3e-05,-0.00042,-0.000796,-0.003548
HDO-D2O-DX,0,4,False,209.81,47662.17053524617,0.15,3e-05,4.4e-05,-0.000643,-0.001472,-0.006455
HDO-D2O-DX,0,5,False,465.52,21481.354184567797,0.36,7.1e-05,4.7e-05,0.000376,-0.006728,0.001376
HDO-D2O-DX,0,6,False,1262.09,7923.365211672703,0.15,3e-05,8e-06,0.000285,0.000604,0.002662
HDO-D2O-DX,0,7,False,1478.55,6763.383044198708,0.2,4e-05,8e-06,-0.000267,-0.000618,-0.002815
HDO-D2O-DX,0,8,False,2754.36,3630.6074732424227,0.04,9e-06,1e-06,9.7e-05,0.000213,0.00097
HDO-D2O-DX,0,9,False,2777.35,3600.5544853907504,0.53,0.000105,1.2e-05,-0.00033,-0.000741,-0.003345
HDO-D2O-DX,0,10,False,2884.15,3467.226045802056,0.39,7.7e-05,8e-06,0.00239,0.001506,-0.000566
HDO-D2O-DX,0,11,False,3818.79,2618.6305086166035,0.51,0.000101,8e-06,0.000279,0.000616,0.002794
HDO-D2O-DX,1,1,True,57.7,173310.2253032929,0.54,0.000106,0.000573,-0.023577,0.00386,0.001585
HDO-D2O-DX,1,2,False,148.59,67299.2798977051,0.04,8e-06,1.7e-05,0.000421,0.000521,0.004018
HDO-D2O-DX,1,3,False,104.32,95858.89570552149,0.7,0.000139,0.000415,-0.020281,0.000651,0.001853
HDO-D2O-DX,1,4,False,10.29,971817.2983479106,0.02,3e-06,0.000103,-0.006992,-0.007001,0.00226
HDO-D2O-DX,1,5,False,416.43,24013.63974737651,0.58,0.000114,8.5e-05,-0.000875,-0.001946,-0.008995
HDO-D2O-DX,1,6,False,1212.58,8246.878556466378,0.36,7.2e-05,1.9e-05,-0.004132,-0.000993,0.000686
HDO-D2O-DX,1,7,False,1427.25,7006.480994920301,0.02,5e-06,1e-06,0.000807,-0.000631,0.000107
HDO-D2O-DX,1,8,False,2704.26,3697.8692877164176,0.42,8.3e-05,1e-05,-0.002889,-0.001011,0.000501
HDO-D2O-DX,1,9,False,2724.69,3670.1422914166383,0.1,2.1e-05,2e-06,-0.000828,0.00129,-0.000171
HDO-D2O-DX,1,10,False,2836.94,3524.92474285674,0.05,9e-06,1e-06,-8.5e-05,-0.000211,-0.000984
HDO-D2O-DX,1,11,False,3769.22,2653.068804686381,0.09,1.8e-05,1e-06,0.001056,-0.000596,-1.8e-05
HDO-D2O-DX,2,2,True,213.23,46897.71608122685,2.69,0.000532,0.000779,0.012205,-0.024802,0.003863
HDO-D2O-DX,2,3,False,181.18,55193.72999227288,0.12,2.4e-05,4.2e-05,-0.000556,-0.001404,-0.006277
HDO-D2O-DX,2,4,False,217.41,45996.044340186745,0.01,1e-06,2e-06,-0.000111,-0.000357,-0.001396
HDO-D2O-DX,2,5,False,504.01,19840.876173091805,0.33,6.6e-05,4.1e-05,0.003458,0.005184,-0.001466
HDO-D2O-DX,2,6,False,1284.52,7785.00918631084,0.0,0.0,0.0,-3.4e-05,-3.6e-05,-8.4e-05
HDO-D2O-DX,2,7,False,1508.43,6629.409385917808,0.61,0.00012,2.5e-05,0.000458,0.001064,0.004851
HDO-D2O-DX,2,8,False,2772.14,3607.321419553125,0.11,2.2e-05,2e-06,-0.000148,-0.000337,-0.001537
HDO-D2O-DX,2,9,False,2795.83,3576.7553821226616,0.01,2e-06,0.0,3.7e-05,9.6e-05,0.000492
HDO-D2O-DX,2,10,False,2906.56,3440.493229109325,0.0,1e-06,0.0,-0.000217,0.000184,-1.2e-05
